"time","nuts","region","bovine","cows","swine","sheep","goats","cereals_grain","tot.precipitation","months.of.droughts","total.extreme.precipitation.mm","fire.weather.index","frost.days","heatdays","mean.wind.speed","temperature","deaths","fertility.rate","life.expectancy","Crude.rate.of.net.migration","Total.population.change","tot.population","GDP.in.millions","employment.rate","Pre.primary.education","Primary..lower.and.upper.secondary.education","First.and.second.stage.of.tertiary.education","NEETS..","number.of.tourists"
2022,"ITF2","Molise",40.72,14.7,19.11,66.71,8.42,49.15,801.415505157233,2.23655311970693,263.778652533709,20.0584209037128,25.4253427746469,0.886063960652819,2.28811476775306,14.6153542586001,4284,1.10002,82.2,3.7,-1514,292150,"7.278,97","54,8",5959,31955,7811,20.9,"415.257"
2023,"ITF2","Molise",39.9,14.81,20.14,58.45,6.4,51.15,945.889084021599,0.941205191320235,205.547219112653,14.906179859615,20.1876475696055,5.30541741108039,2.39783756855598,14.7348535930582,NA,1.10228,NA,NA,NA,290636,"7.749,6","56,9",NA,NA,NA,18.1,"494.786"
2000,"ITC1","Piemonte",819.1,270.5,924.2,88.2,46.2,NA,1684.47782510406,1.86300229018307,611.622255072715,3.80675232200161,92.9245682905837,0,1.42430397936281,8.92261973445426,48314,1.17,79.7,1.6,-5662,4225083,"99.693,14","61,0",99030,438956,92707,12.3,"8.093.001"
2001,"ITC1","Piemonte",860.6,304.5,951,97,42.9,398.2,1257.71524712983,0.0409405035309132,226.357474839825,7.86340947181938,95.3767431338368,0.20383754545348,1.47144289805718,8.79598399517107,46840,1.15,80.1,NA,NA,4219421,"104.025,68","62,0",100794,446140,97588,12.2,"8.699.397"
2002,"ITC1","Piemonte",858.3,284,989.2,88.2,45.1,410.1,1767.1987088832,1.62126428652869,600.867540458397,5.31168807987684,89.1591932922939,0.119801217012947,1.40818324167618,8.88328114987416,48288,1.19646,80,NA,9408,4212726,"107.464,89","62,4",101783,452710,89568,12.2,"8.592.395"
2003,"ITC1","Piemonte",863.6,272.2,957.1,74.8,43.2,411.2,1026.67782453729,7.16471896682142,182.282665827676,5.27011595508942,107.010391282248,9.20402603770999,1.46020228951136,9.07892401041011,50625,1.21685,79.8,NA,38520,4222134,"111.566,88","62,9",103762,448819,99735,11.4,"8.943.998"
2004,"ITC1","Piemonte",NA,NA,NA,NA,NA,418.8,1231.34222660101,2.96753851104227,230.590869189016,6.34676990117181,103.800421772515,0,1.46639385408892,8.49534017518687,46251,1.26487,80.7,NA,23832,4260654,"115.980,42","63,5",106055,461161,100307,13.8,"9.342.471"
2005,"ITC1","Piemonte",NA,NA,NA,NA,NA,417.2,1035.80940608962,5.27715291807902,128.109068164043,6.08983279775304,115.40109707449,0.564338300969237,1.43022807398512,8.24895242381399,48253,1.27384,80.8,NA,11717,4284486,"119.156,81","64,0",107530,468934,101924,13.5,"10.179.127"
2006,"ITC1","Piemonte",NA,NA,NA,NA,NA,421.5,1144.47726653584,3.6877988299891,271.087640762899,7.0682744417761,96.9182974364349,1.78070918578155,1.41542115257007,9.10035644501897,47400,1.32426,81.1,NA,9815,4296203,"123.909,96","64,7",108373,470599,99332,12.6,"11.063.326"
2007,"ITC1","Piemonte",830,270.3,977,88.5,41.7,429,1055.63108484467,3.92869395261916,157.890417841486,5.52998860919192,88.894129625035,0.460785618755793,1.46860667144439,9.20557021588127,47474,1.36583,81.5,NA,52255,4306018,"128.008,29","64,9",108977,480079,102897,12.3,"10.317.171"
2008,"ITC1","Piemonte",809.47,255.19,NA,89.31,43.35,NA,1675.54926544776,1.56026849336384,406.259556101255,6.19635321484976,93.932618868521,0,1.43375028525807,8.7663223534114,49310,1.40728,81.5,NA,30837,4358273,"128.396,71","65,2",109743,488186,107818,12.5,"11.558.330"
2009,"ITC1","Piemonte",794.9,259.98,966.56,85.61,43.49,NA,1453.18705088398,0.597391435086227,405.652566265706,7.10079343368108,102.697977086668,0.24347848700754,1.45011536661068,8.84949743027255,49767,1.41897,81.7,NA,12462,4389110,"119.814,09","63,9",110577,491994,111344,15.9,"11.593.822"
2010,"ITC1","Piemonte",795.66,256.45,984.82,86.86,44.49,425.5,1664.20750249162,0.0263429889713988,422.795135406997,8.41418104633421,120.535631105257,0.0398763481163359,1.43670864188775,7.68724114324698,48785,1.42455,82.2,NA,9315,4401572,"124.550,6","63,5",112736,502222,100467,16.9,"12.365.022"
2011,"ITC1","Piemonte",791.58,257.82,987.11,86.47,43.41,315.61,1302.91602792505,0.559027912645085,422.889963959946,4.73080168938759,91.931310563167,2.03861592098161,1.38257875183631,9.34998186154951,49061,1.42974,82.3,NA,5858,4410887,"127.658,9","64,2",113936,503894,107103,16.3,"12.845.074"
2012,"ITC1","Piemonte",809.49,285.63,962.91,102.76,66.02,304.55,1401.07990862385,0.354714638564496,308.334471377017,9.01526905051022,101.547136903732,1.53102023537238,1.47718346836852,8.87443236691593,50507,1.43468,82.4,5.1,9071,4416745,"123.364,91","63,6",115113,503754,109466,18,"12.415.037"
2013,"ITC1","Piemonte",778.04,246.8,929.56,119.99,76.46,NA,1647.57888491195,0.0267040955882811,389.622957477624,5.44102907295618,104.045896400178,0.367254659496264,1.44914551101506,8.42797718934247,50077,1.41096,82.7,2.2,-4892,4425816,"124.536,96","62,2",115484,504037,106832,22.5,"12.690.568"
2014,"ITC1","Piemonte",793.62,264.04,1072.5,114.03,74.76,287.84,1823.58885326416,0.107351438739382,409.570842118053,7.65411397383862,73.7179533712529,0,1.3754662725809,9.60353888161728,49412,1.40981,83.2,0.6,-12331,4420924,"124.277,62","62,4",NA,504942,111735,21.3,"13.061.306"
2015,"ITC1","Piemonte",790.94,253.59,1072.87,112.73,78.53,265.54,1272.94816321664,0.0802293517765808,208.67077222383,8.71946798853386,84.9335379786543,4.5618021029225,1.41361621090885,9.75304182691855,54076,1.37087,82.5,0.2,-20221,4403562,"126.868,33","63,7",NA,508316,106566,20,"13.681.316"
2016,"ITC1","Piemonte",837.31,248.44,1091.58,118.69,78.34,381.87,1478.93205848609,1.03618110806823,389.397191469985,6.37034840660636,89.7971983546899,0.359940178311227,1.45008932701767,9.26881380358623,50984,1.35721,83.3,1.7,-11720,4384226,"130.070,95","64,4",110035,504291,114967,20,"14.011.200"
2017,"ITC1","Piemonte",780.96,220.41,1090.3,121.15,69.83,372.77,1070.95377176836,2.78018898560935,190.950166270729,6.54934698879255,99.2969905178348,3.94012689463877,1.49241409750821,9.44714640144372,53541,1.34908,83,1.4,-16661,4370348,"134.450,31","65,2",107132,514219,120368,20,"14.900.497"
2018,"ITC1","Piemonte",804.6,212.68,1114.2,118.4,70.29,354.87,1769.08358804979,0.304753441112881,439.758373130075,5.77757275371604,80.5680438453848,1.5826665290151,1.4056845440135,9.75008492086204,53838,1.29684,83,1.2,-19459,4349911,"137.202,41","65,9",104105,515351,125570,17.7,"15.100.768"
2019,"ITC1","Piemonte",828.4,217.01,1121.72,119.79,77.05,345.94,1619.39373725353,2.50757430851982,532.003736680538,7.70072140766696,93.1552124369786,5.93609603212329,1.50645289028484,9.65166719655213,53137,1.27,83.3,1.8,-17348,4328565,"137.773,32","66,0",101081,517460,129600,16.5,"14.889.951"
2020,"ITC1","Piemonte",841.38,229.97,1135.46,124.72,78.37,342.86,1244.09706343871,0.202180905881145,276.474572995663,5.99304312388218,83.4997290286204,1.24062911472135,1.41082044118395,9.77046311742794,65883,1.2469,81.6,0.6,-36272,4311217,"126.659,44","64,6",97599,515338,134107,19.7,"6.636.012"
2021,"ITC1","Piemonte",822.04,230.36,1150.5,118.63,77.64,350.85,1236.21291995662,1.80254027202712,211.118053412761,7.84854909146196,93.9174354114072,2.47797800323293,1.45655577056426,9.18357645513356,56414,1.2454,82.8,2.6,-18595,4274945,"137.532,17","65",92066,508123,138178,19.2,"9.279.507"
2022,"ITC1","Piemonte",811.22,276.93,1183.82,122.89,76.53,347.37,965.215207016189,8.23399754475771,116.744772032121,11.1303074104146,79.8256143671473,7.17821200994562,1.43873045107674,10.7282949444527,58865,1.21599,82.6,6.6,-4999,4256350,"146.618,08","66,3",90052,509469,136614,15.4,"13.749.579"
2023,"ITC1","Piemonte",793.9,273.94,1387.44,130.55,67.41,349.57,1255.53405296105,3.42617440264793,237.446675432062,7.08447365268716,76.7981088832217,10.0898979716316,1.47698946656739,10.5265048814863,NA,1.17172,NA,NA,NA,4251351,"155.971,77","67,1",NA,NA,NA,11.7,"14.410.448"
2000,"ITF4","Puglia",158.3,74.5,27.1,218,52.1,465.3,475.626940435972,5.09874974408923,97.9536506310669,18.877639917744,3.78492455993629,0.763887152399209,3.6519204396578,17.0548782126949,32420,1.35,80,-4.6,-8833,4034887,"57.741,18","44,5",133767,612340,93311,31.2,"8.652.614"
2001,"ITF4","Puglia",185.3,86.9,26.2,267,57.7,470.2,450.61025410283,4.61384445417702,74.2268066300497,18.823726337334,3.54745523478601,0,3.86350325994153,16.8593665448927,31937,1.34,80.5,NA,NA,4026054,"60.256,97","45,4",134271,611829,105432,29.6,"9.304.332"
2002,"ITF4","Puglia",169.9,76.3,28,254.2,55.6,491,721.185132349804,2.78534311845162,138.738167135014,16.5851452910506,4.49340475549395,0,3.60286657334244,16.7585392461379,31843,1.30216,80.7,NA,4419,4020694,"61.762,07","46,2",132455,606594,106890,28.4,"10.260.701"
2003,"ITF4","Puglia",172.1,82,24.6,224.7,44.3,483.3,690.298850116629,1.15047867201256,224.269333447326,14.5664003058744,5.7483841126809,0.867760738781046,3.70099703354777,16.8696371166801,33615,1.30047,80.5,NA,9728,4025113,"63.357,2","45,4",134556,606320,108692,27.7,"10.702.634"
2004,"ITF4","Puglia",NA,NA,NA,NA,NA,487,737.479303491931,0,204.12294604078,20.7083597814878,5.42788975593642,0.0479869994408956,3.69981513804697,16.4279782052478,31066,1.34031,81.4,NA,13347,4034841,"65.368,56","45,1",132813,603399,119265,29,"10.395.189"
2005,"ITF4","Puglia",NA,NA,NA,NA,NA,479.6,741.516190908591,0,161.371083737089,18.0256684331988,8.21349036384585,0.143420413104314,3.66800087843289,15.8577685343347,33232,1.29481,81.2,NA,5592,4048188,"66.707,35","44,4",133351,595810,127196,30.9,"10.829.774"
2006,"ITF4","Puglia",NA,NA,NA,NA,NA,439.8,678.261579601732,0.254279584671468,171.341998236511,20.0898564068258,5.05128786715902,0.111781247963983,3.54640576101502,16.1330755591916,32738,1.28102,81.7,NA,3660,4053780,"69.588,47","45,7",130644,593739,126138,29,"10.320.781"
2007,"ITF4","Puglia",170.6,78.7,25.9,244.3,46,445.4,657.061263933442,2.37402735533863,135.32464880443,12.8758869204717,2.18606599338772,4.92168283911752,3.61014115959684,16.7759727179169,34588,1.31217,81.5,NA,13804,4057440,"71.316,68","46,6",126049,591213,123622,28.1,"11.481.603"
2008,"ITF4","Puglia",160.7,76.98,NA,243.91,47.99,NA,626.815920390666,0.0633826209471132,192.659761464189,18.7429911725209,3.4019059917936,0.380111909325113,3.7054870160217,16.8988275551299,34180,1.33168,82.1,NA,8905,4071244,"70.674,73","46,6",124236,584800,120861,26.8,"12.183.376"
2009,"ITF4","Puglia",161.04,78.86,25.56,237.88,48,NA,865.578820348117,0,213.211261003583,17.6171642104057,3.77013865777289,0,3.74218952719672,16.6658751654942,35442,1.34018,81.9,NA,9962,4080149,"68.840,03","44,9",121062,579113,121328,28,"12.509.693"
2010,"ITF4","Puglia",163.82,79.34,26.18,237.17,49.18,362.44,779.324061718775,0,280.219860279241,18.6525518943461,4.84520440209351,0,3.8381152761322,16.3250391032656,34785,1.3306,82.5,NA,11447,4090111,"70.181,9","44,3",122382,573713,113253,28.8,"12.982.987"
2011,"ITF4","Puglia",162.36,78.11,26.23,237.76,47.82,347.68,565.190525582098,1.41752244582867,121.387029818352,20.2708024659272,2.77165892087559,0.093795398610657,3.53835687762349,16.8500817078287,35855,1.31061,82.5,NA,1239,4101558,"71.743,42","44,7",121235,567310,113598,29,"13.505.731"
2012,"ITF4","Puglia",197.44,104.01,45.72,229.29,35.71,344.79,671.367329386161,1.72458369827755,135.008728685497,19.9720992414382,6.36366355783467,1.86785925061792,3.84685387240911,17.2954362825047,36547,1.29774,82.7,-2.6,-12267,4102797,"72.225,25","44,9",120142,559537,107402,31.1,"13.291.863"
2013,"ITF4","Puglia",246.9,121.01,45.34,263.98,46.83,NA,649.094319505173,0.712129431882177,161.644111847565,15.2128793695087,3.75111135409865,0.541319921934427,3.76336615111597,16.9754927527219,35933,1.28215,83.1,-2.6,-12742,4090530,"70.433,04","42,3",118414,552649,97395,34.1,"13.359.216"
2014,"ITF4","Puglia",219.31,118.88,30.01,260.19,36.92,413.82,664.606565946683,0.0468976993053285,54.6103140305712,20.7233054352258,1.20298430636513,0.0478077134144962,3.60131722664294,17.0354287514438,36879,1.29216,83.2,0.9,-161,4077788,"70.821,53","42,1",NA,546783,97247,33.4,"13.274.254"
2015,"ITF4","Puglia",223.7,118.9,29.69,259.66,36.44,416.82,673.199515939631,0.156812209612974,174.670767756147,26.3280308959107,2.15522948032678,3.37469511074671,3.57720988581395,17.1603378887649,39525,1.25606,82.8,-1.2,-12939,4063269,"72.334,52","43,3",NA,540198,89180,33.1,"13.526.151"
2016,"ITF4","Puglia",231.18,116.94,29.77,266.89,43.16,420.11,684.03677414855,0.980301532906379,154.261340581016,18.4531032016105,2.69221875682281,0,3.69019556672833,16.9140556493428,37546,1.26609,83.5,-1.7,-13278,4043735,"73.638,33","44,3",110423,532022,88427,31.2,"14.436.278"
2017,"ITF4","Puglia",232.18,120.36,27.5,241.23,35.46,411.58,573.60245558756,1.87742892961045,123.057426711693,21.2529596690651,6.37176235736802,7.90621310802019,3.76846804699977,16.8581466091599,40351,1.25093,83.1,-1.3,-15646,4024067,"74.783,61","44,5",104949,527768,87798,33.3,"15.190.865"
2018,"ITF4","Puglia",229.76,117.67,25.07,231.09,38.79,415.32,804.453873635845,0,145.41630179825,18.2319590931002,2.72324271325541,0,3.64207766972911,17.3743851452354,38830,1.23363,83.6,-2.3,-19189,4000966,"76.373","45,5",100804,522072,89802,30.4,"15.197.186"
2019,"ITF4","Puglia",197.61,94.74,20.28,202.96,47.64,414.27,662.308197848525,0,145.903168366052,24.7450373675412,2.18777166011808,0.67054111833043,3.798350556189,17.1915800893426,39140,1.2,83.7,-2.7,-22223,3975528,"77.182,8","46,3",97917,512486,90154,29.5,"15.441.469"
2020,"ITF4","Puglia",200.25,95.44,23.36,204.74,51.48,413.28,556.587434638115,1.62984690065199,139.278606495271,20.089778143157,0.871293118895335,0.143776240951267,3.64988483941488,17.1188821164976,44002,1.18205,82.7,-0.5,-19528,3953305,"72.545,2","46,1",95009,502339,91735,30.4,"10.133.031"
2021,"ITF4","Puglia",196.7,94.36,23.86,194.58,52.36,404.36,579.694625585624,1.39932173362798,95.9118335758703,25.4733249220798,2.37422085351008,7.77037848168912,3.73572227444675,17.1651662161773,46286,1.20323,82.2,2.3,-10836,3933777,"79.546,1","46,7",90897,494573,94062,30.6,"13.874.818"
2022,"ITF4","Puglia",183.42,85.62,28.5,178.44,54.17,405.75,587.476910883745,0.657237856685328,173.388378355239,27.4883749695692,2.70791891966566,2.04796279798788,3.62987179092224,17.5431713596264,44676,1.21876,82.8,0.8,-15258,3922941,"86.094,94","49,4",89760,486203,93927,26,"16.118.097"
2023,"ITF4","Puglia",184.74,86.38,33.04,197.1,62.27,405.01,619.199275730972,1.20809693784714,112.989278391128,22.1783948795102,1.71022998437054,8.94146333311659,3.69183682549072,17.7213182782166,NA,1.20396,NA,NA,NA,3907683,"91.628,92","50,7",NA,NA,NA,22.2,"16.822.144"
2000,"ITG2","Sardegna",250.3,103.1,193.9,2808.7,209.5,155.1,456.44794553309,4.03225762620306,66.1148391589462,15.3840089178906,2.46457233304509,0.813887280544444,3.48270927032539,16.4786771369247,13761,1.06,79.8,-2.4,-3778,1638573,"25.009,92","49,7",43692,239654,53893,30.7,"9.476.465"
2001,"ITG2","Sardegna",273.9,103.5,234.8,3602.2,240.2,147.9,378.41974764508,5.89936500619882,51.2425560376259,20.259418893625,3.56626650193371,0,3.68116898276062,16.5909294977599,13741,1.04,80.2,NA,NA,1634795,"26.490,42","51,6",42091,236061,56232,29,"10.193.513"
2002,"ITG2","Sardegna",279.5,110.2,225.9,3605.2,227.8,164.9,541.808871600234,4.22956584253137,118.419941545435,19.7103027407986,3.51590827223732,0,3.48447807349192,16.2023525635263,13786,1.02631,80.4,NA,2079,1630004,"27.043,67","52,4",41599,231383,53973,27.5,"10.261.806"
2003,"ITG2","Sardegna",273.5,108.4,234.2,3557.6,242.2,148.8,604.47678335918,2.39999078191891,148.666471236775,15.3837402009913,7.6544747866123,5.90677736736073,3.49269019540209,16.8676204527776,14612,1.06649,80,NA,2590,1632083,"28.293,03","51,2",42280,227730,52652,26.4,"10.383.975"
2004,"ITG2","Sardegna",NA,NA,NA,NA,NA,153.3,677.045973549867,0.382984285724916,160.466761233683,21.0628588644432,3.08439612484533,0,3.51951965265268,16.1327884698136,13397,1.04334,81,NA,2835,1634673,"29.645,07","51,5",42521,222306,50415,24.1,"10.303.418"
2005,"ITG2","Sardegna",NA,NA,NA,NA,NA,158.3,526.51549645188,0,99.8913597791777,17.7234584324427,11.0619914011589,0,3.4821750055531,15.673709697904,14102,1.06487,80.9,NA,2686,1637508,"30.279,7","51,4",42370,213654,52174,24.5,"10.208.792"
2006,"ITG2","Sardegna",NA,NA,NA,NA,NA,137.8,561.231239740468,2.04383248426841,182.279580841129,19.7764722238652,5.50770713124605,0.135911882855053,3.44466649335303,16.5399128489882,13873,1.0826,81.4,NA,2858,1640194,"31.577,95","52,1",42193,211007,54154,24.2,"10.530.940"
2007,"ITG2","Sardegna",270.7,106,238.6,3599.7,226.1,134,560.984358550092,0.34542062128804,124.613922240543,16.4131031017649,1.58312803193562,0,3.61814588185005,16.3924438456261,14272,1.10736,81.5,NA,6006,1643052,"32.582,36","52,8",41072,207233,54328,21.6,"11.851.213"
2008,"ITG2","Sardegna",253.46,94.43,NA,3558.22,234.3,NA,660.58964506577,0.506184340481039,183.483704538594,20.4293916405153,2.23621629987572,0,3.46740836163606,16.2258975518603,14474,1.13002,81.8,NA,4071,1649058,"33.541,88","52,3",40629,203071,53352,23.9,"12.293.922"
2009,"ITG2","Sardegna",251.13,95.72,231.06,3505.22,235.56,NA,635.37332287468,0.0700140257684435,128.987982562224,17.6460585825549,4.92955852764737,0.273940103483237,3.50746076171193,16.5151418117886,14996,1.15874,81.6,NA,582,1653129,"32.655,01","50,8",40261,198530,50329,27.3,"12.310.384"
2010,"ITG2","Sardegna",253.46,95.83,232.12,3414.19,240.84,65.61,764.31411457692,0,180.656776168567,17.3491085289117,5.13205583709556,0,3.67478507615805,15.88912688306,14533,1.18518,82.3,NA,2122,1653711,"32.779,85","51,0",41598,195264,46487,25.4,"12.172.923"
2011,"ITG2","Sardegna",256.66,97.98,233.16,3444.02,235.05,61.21,594.06546274457,0.36002904638717,145.399009808367,19.4533610142565,3.73749291663043,0,3.37004630924529,16.4824288144698,15085,1.16806,82.3,NA,-754,1655833,"33.322,27","51,7",42086,192080,47462,27.6,"11.448.683"
2012,"ITG2","Sardegna",253.48,116.6,171.76,3208.82,216.54,53.2,557.962848896063,0.669018357495809,169.194070252514,23.7189110169505,7.30555366888588,0.309105596515054,3.52261043631507,16.6031866968162,15626,1.14458,82.3,1.6,-496,1655079,"33.346,77","51,7",41963,190098,45956,28.2,"10.843.177"
2013,"ITG2","Sardegna",NA,113.7,146.46,3266.82,200.71,NA,730.233330095352,0,156.911250912287,16.3850751860015,5.40980150264731,0.380478352865894,3.66556579981122,16.2060006014185,15216,1.12101,82.8,0.8,-2055,1654583,"32.453,48","48,3",41860,188146,44671,32,"10.680.628"
2014,"ITG2","Sardegna",259.66,110.7,150.65,3248.62,208.98,58.37,482.41579124849,2.19290999373881,34.8907040027301,19.2886422842673,1.75719873963137,0,3.54156404895035,16.857848478389,15445,1.10975,83.2,2,-573,1652528,"32.510,85","48,6",NA,187106,43993,34.2,"11.362.839"
2015,"ITG2","Sardegna",260.92,111,150.27,3248.12,208.2,68.72,587.438071239666,2.16734143440592,205.251087511241,26.4038329742157,3.46134507003002,0.88785586373545,3.39543775067322,16.8419987373249,16528,1.10919,82.8,0.2,-5148,1648642,"33.735,31","50,1",NA,185750,41094,31.8,"12.392.827"
2016,"ITG2","Sardegna",260.65,106.77,140.88,3300.45,237.23,69.73,544.676839183655,1.03926761786466,154.72805484929,17.0510934823345,1.91167401111508,0,3.6367159916127,16.91373246324,16143,1.08417,83.3,0.4,-5003,1642492,"33.487,13","50,3",39796,183262,40713,30.5,"13.485.744"
2017,"ITG2","Sardegna",271.02,108.23,139.78,3252.22,226.48,60.35,360.924027153958,7.67395607995145,81.5230844656055,21.5886331365775,4.25973389057233,3.99800406971341,3.54040156229174,16.9020285121146,16773,1.07838,83.2,1,-4959,1636839,"34.123,62","50,5",37417,187575,40603,29.1,"14.222.332"
2018,"ITG2","Sardegna",269.51,108.73,119.45,3269.13,230.08,51.17,902.687346224649,1.50329811417594,225.825470205438,18.2522617984836,1.37710988568791,0.341025614480859,3.46026135791527,16.9204234486156,16277,1.03521,83.8,-1.1,-8585,1631040,"34.695,65","52,7",35529,185233,40669,27.6,"14.940.111"
2019,"ITG2","Sardegna",290.87,107.02,114,3211.55,273.19,45.31,626.553471689779,0.502918131344595,159.084847539998,21.2979767710786,3.34386207783404,0.101885392669366,3.74914297544216,16.8812645613929,17003,1,83.6,-1.5,-10636,1622257,"35.447,99","53,8",34300,183888,41029,27.7,"15.145.885"
2020,"ITG2","Sardegna",288.97,105.16,116.55,3190.95,278.75,43.8,521.582585490386,1.65634626503381,157.238841533944,19.3684517764847,1.68794336561781,1.22040296381822,3.45403131452594,17.0039083305509,18809,0.96599,82.8,-6.9,-21577,1611621,"32.611,07","52,1",33079,180889,41651,26,"6.321.111"
2021,"ITG2","Sardegna",291.16,100.46,117.81,3089.4,282.63,47.07,713.409158501581,0,188.701898463191,23.4004767535912,2.44535264533014,1.19052524060944,3.5275412504938,16.9349186459814,18593,0.99449,83,4.9,-2631,1590044,"35.684,66","53,6",31250,178116,41227,23.6,"10.632.221"
2022,"ITG2","Sardegna",274.94,95.91,157.29,3074.45,292.15,60.26,468.831218618809,2.65189147135104,126.563930031986,24.2653160218576,4.1170168465487,2.51891375367578,3.34285558455026,17.7895475804731,20553,0.9537,82.1,2.3,-9267,1587413,"38.826,61","54,9",30033,175208,40402,21.4,"14.700.911"
2023,"ITG2","Sardegna",276.25,95.36,152.92,3110.89,281.92,57.63,527.856534514625,2.2997474644337,130.159159747407,20.5565435799818,3.27516604716946,6.02357951163178,3.54912468210789,17.5144996063023,NA,0.91314,NA,NA,NA,1578146,"41.428,07","56,1",NA,NA,NA,19.6,"14.200.536"
2000,"ITG1","Sicilia",308.4,129.6,41.6,708.2,122.2,359,480.051971140741,1.67022312010044,93.819313570694,21.2749061320302,2.78532114646994,1.9944735307142,3.50756164589976,17.6107836340527,45804,1.41,79.2,-4.5,-16359,4994427,"69.279,72","41,9",160628,802265,151767,39.7,"13.409.594"
2001,"ITG1","Sicilia",340.9,141.6,44.9,922.3,153,379.6,411.667902761235,4.97823312691787,52.0903221904731,18.8478657653205,0.812250542062462,0,3.57505639781936,17.7871392058687,45043,1.4,79.5,NA,NA,4978068,"73.144,16","43,3",155325,810056,155380,37.7,"13.730.368"
2002,"ITG1","Sicilia",334.3,131.4,46.1,866.1,139.4,367.7,519.300157521371,4.49514058687774,71.6325615257868,20.5845909160154,2.07438496046547,0,3.56802806735924,17.459346155822,46068,1.39562,79.6,NA,-1916,4967306,"75.386,56","43,9",152658,798833,161378,35.2,"13.147.132"
2003,"ITG1","Sicilia",320.7,127.4,47.2,762.4,119.3,376,770.905683702215,0,201.267225530284,17.8894290088866,1.74731501124599,3.55875572055396,3.52470427071687,17.9328271427775,48554,1.4263,79.4,NA,11707,4965390,"78.101,4","43,3",154303,797277,165711,35.2,"13.152.348"
2004,"ITG1","Sicilia",NA,NA,NA,NA,NA,376.8,649.283221247887,0.0377712805939698,156.48175723795,21.1996592070111,1.36147790672222,0,3.56481842743627,17.2971479329292,44718,1.4365,80.4,NA,8124,4977097,"80.429,4","43,3",157683,786892,171580,33.3,"13.351.037"
2005,"ITG1","Sicilia",NA,NA,NA,NA,NA,344.6,673.554411535191,0,152.49068253697,16.7342447651284,3.48270595081217,0,3.62349842648327,16.897456687609,46904,1.42815,80.1,NA,6098,4985221,"84.060,68","44,1",155127,776670,178130,33.8,"13.721.380"
2006,"ITG1","Sicilia",NA,NA,NA,NA,NA,316,595.475950314556,0.361896913364847,127.120949764067,20.3129519488551,1.29818751164061,0.600464592002146,3.45928847329609,17.5027647961241,45979,1.42093,80.7,NA,4521,4991319,"87.349,46","45,0",154841,767376,179699,32.8,"14.574.524"
2007,"ITG1","Sicilia",316.5,128.5,47.4,822.6,119.1,328,654.947897300653,0.794549124413601,141.23497778609,16.351421717049,0.299626719701628,3.00778025870306,3.61577187067434,17.7208018831203,48286,1.41052,80.5,NA,20126,4995840,"89.232,09","44,6",150578,757904,182364,31.6,"14.602.145"
2008,"ITG1","Sicilia",300.08,116.05,NA,820.12,124.49,NA,489.775172340091,1.52666261625339,101.003912052863,21.0306439466758,0.699519608604338,0.307065620898832,3.49203274726493,17.7277205108749,47762,1.44245,80.8,NA,15470,5015966,"90.398,37","44,1",150327,746190,178147,32.5,"13.938.319"
2009,"ITG1","Sicilia",296.11,117.57,46.4,801.31,124.71,NA,759.695746938131,0,188.509793409068,18.9763124489068,0.773934520874641,0,3.72171389548146,17.5452639276966,49529,1.4384,80.7,NA,12609,5031436,"87.945,63","43,6",148888,738085,172079,32,"13.765.339"
2010,"ITG1","Sicilia",318.64,125.72,47.59,794.24,127.67,330.24,757.26703123143,0.532781870526696,269.301640960789,19.4549655000991,0.498986791573323,0,3.86731716410425,17.4212652510743,47975,1.41969,81.4,NA,15437,5044045,"88.256,33","42,7",150097,729147,154466,33.2,"13.503.839"
2011,"ITG1","Sicilia",313.98,125.29,47.58,797.41,124.71,317.71,659.672262200878,0.161456625973617,179.4641218442,18.6280847195549,0.324515678605883,0,3.47478116196097,17.3794304550809,50019,1.40871,81.2,NA,2464,5059482,"88.279,14","42,4",150386,721907,157121,35.4,"14.057.897"
2012,"ITG1","Sicilia",333.38,144.48,23.9,743.48,125.57,322.08,616.396511726125,0.941666270818599,173.917850939004,22.2656242622045,1.51097773734525,0.760506729475883,3.6626322406404,17.7804903134002,51243,1.40501,81.4,-0.7,-8406,5061946,"87.921,74","41,3",149789,706450,152114,37.4,"14.273.969"
2013,"ITG1","Sicilia",318.21,153.4,26.87,713.88,151.54,NA,637.604185209042,1.6730790177984,109.702218416675,16.8680197436553,0.586286171785935,0.0865767181839519,3.67410848782739,17.5727965795713,49641,1.36791,81.9,-1.3,-11786,5053540,"86.559,95","39,3",148910,696483,138137,39.5,"14.490.861"
2014,"ITG1","Sicilia",350.14,142.24,31.48,713.44,136.45,300.26,577.900994089416,0.580663293806483,117.323782820666,18.2419162095672,0.498901616293438,0,3.57920294374279,17.8369237028444,49665,1.40413,82.2,0.4,-2857,5041754,"84.812,65","39,0",NA,688725,136428,40.3,"14.866.938"
2015,"ITG1","Sicilia",346.3,140.52,31.01,713.2,136.28,303.33,756.206866642589,0.10075667111893,229.576721420013,25.1062249839298,0.786399762970091,2.01987534395275,3.44206643543975,17.7430557636121,53117,1.37832,81.7,-1.6,-17819,5028266,"86.154,39","40,0",NA,680846,126573,39.3,"14.510.708"
2016,"ITG1","Sicilia",355.74,136.29,35.31,734.9,137.24,299.6,567.729927857864,2.87347586725824,63.8165759252341,17.4681836642086,0.973336353758672,0,3.67394295394517,17.9842590335987,49989,1.35127,82.4,-1.8,-17620,5004400,"86.697,56","40,1",139107,673070,123953,38.1,"13.698.160"
