"time","nuts","region","bovine","cows","swine","sheep","goats","cereals_grain","tot.precipitation","months.of.droughts","total.extreme.precipitation.mm","fire.weather.index","frost.days","heatdays","mean.wind.speed","temperature","deaths","fertility.rate","life.expectancy","Crude.rate.of.net.migration","Total.population.change","tot.population","GDP.in.millions","employment.rate","Pre.primary.education","Primary..lower.and.upper.secondary.education","First.and.second.stage.of.tertiary.education","NEETS..","number.of.tourists"
2013,"ITC2","Valle d'Aosta",39.7,22.38,0.44,1.72,3.83,NA,1600.37553211899,0,310.768959926546,1.9431777734341,193.494176043932,0.797970847637353,1.15791897990913,2.19462892322872,1287,1.4425,83,4.1,294,127951,"4.680,43","65,6",3700,14971,1311,19.1,"2.981.002"
2014,"ITC2","Valle d'Aosta",35.24,16.25,0.15,2.18,4.57,NA,1598.08099052867,0.798566612207642,327.994951977591,3.32435130019659,178.4404468413,0,1.13324858481021,3.28762727264319,1289,1.54362,82.9,-1,-293,128245,"4.643,64","66,2",NA,15202,1318,19.1,"2.986.319"
2015,"ITC2","Valle d'Aosta",38.73,18.75,0.12,1.94,7.87,0.03,1288.25442918727,1.26479621567402,176.289276116458,3.5886242969415,177.685169594223,10.1942753308897,1.1419500085545,3.81897233031509,1505,1.41359,81.6,-3.5,-969,127972,"4.653,42","66,2",NA,15233,1253,19.5,"3.238.559"
2016,"ITC2","Valle d'Aosta",37.51,18.26,0.12,1.96,8.1,0.03,1606.53323650679,1.39808923923205,310.309824503509,2.45573520177095,187.021390492462,1.92977192203848,1.14245467447486,3.15190638822838,1385,1.422,83,-0.2,-446,127030,"4.610,66","66,4",3431,15308,1245,17.7,"3.468.379"
2017,"ITC2","Valle d'Aosta",29.36,15.42,0.06,1.85,5.69,0.04,1272.18559038404,2.33383149562937,193.282577208862,3.86331346934402,190.690839508566,3.46533215001416,1.19103943705263,3.20683990501874,1454,1.35592,82.8,-1.1,-681,126677,"4.776,15","67,1",3347,15251,1168,15.7,"3.599.402"
2018,"ITC2","Valle d'Aosta",30.15,15.47,0.08,1.94,5.3,0.03,1869.97727488961,1.13000997409348,504.53700010905,1.68275225155695,161.644192348023,1.3389005699392,1.11456877340369,3.85150657917609,1477,1.38873,82.3,0.3,-536,126213,"4.823,93","67,9",3172,15286,1164,16.1,"3.606.289"
2019,"ITC2","Valle d'Aosta",32.27,16.51,0.09,2.1,5.56,0.03,1720.22162281783,1.26986909658064,486.441876182458,3.32135544729729,187.951164952231,10.195166440014,1.19025535519422,3.31720341995361,1392,1.31,83.6,-0.5,-619,125653,"4.860,99","68,4",2995,15147,1154,14.7,"3.625.616"
2020,"ITC2","Valle d'Aosta",32.08,15.75,0.07,2.19,5.64,0.03,1360.07997650182,0.20083508549088,281.036422953486,2.29655460119672,178.147529265714,3.33413064678011,1.11798053683658,3.90235599442445,1814,1.23125,81.4,0.7,-945,125034,"4.458,79","67,2",2876,15015,1166,16.9,"2.194.589"
2021,"ITC2","Valle d'Aosta",39.29,18.23,0.06,1.83,4.8,0.03,1509.96753371625,0.199343136333969,301.796595978828,2.94972365255828,193.753024764828,0.266588584847262,1.13475056104582,2.83113176426883,1503,1.20617,83,0.2,-729,124089,"4.788,34","66,5",2699,14790,1198,18,"1.893.178"
2022,"ITC2","Valle d'Aosta",37.92,17.86,0.04,2.47,4.59,0.03,1107.05856263975,7.20411813495544,158.280867573916,5.64354420851243,167.693832288939,6.2639000310874,1.13413641445615,4.47301138074045,1530,1.27217,82.4,4.2,-230,123360,"5.416,03","69,8",2666,17507,1153,15.3,"3.327.231"
2023,"ITC2","Valle d'Aosta",35.46,16.52,0.04,2.06,4.08,0.03,1491.0124623086,3.53287674967819,275.916184974978,3.14008318859284,167.490015842865,9.80035898138089,1.16536698812485,4.25932780313536,NA,1.17221,NA,NA,NA,123130,"5.697,75","71,8",NA,NA,NA,9.9,"3.692.878"
2000,"ITH3","Veneto",932.7,201.4,701.7,30.9,12.6,327,1336.19625588349,2.63932142414775,407.819696815832,3.54464049426972,63.9951476095601,0.347108816136809,1.82251759728309,11.4052194938602,41958,1.22,80.5,4.9,23521,4485059,"111.462,37","62,8",119988,502716,110021,9,NA
2001,"ITH3","Veneto",971.9,240.4,701,36.7,9.3,332.9,1115.81886162462,0.379379695399513,115.052379137998,7.4699819346003,67.5668817611421,0,1.86432240429028,11.079495569282,40972,1.2,81.1,NA,NA,4508580,"115.852,9","63,7",122509,513452,109833,8.8,NA
2002,"ITH3","Veneto",992.7,235.2,753,31.7,11.1,372.3,1593.17451926465,2.92723589111185,443.882408295562,5.57787609499738,60.8824844513029,0,1.86895462406509,11.40048944649,42334,1.2449,81,NA,34892,4527599,"118.510,66","63,9",125367,517459,111965,8.2,NA
2003,"ITH3","Veneto",1001.3,218.1,717.4,25.5,8.9,370.1,956.838301691932,7.06514058952827,213.12267651484,4.35604212154225,78.4787030206689,9.90407134714444,1.93443420863101,11.5006049261747,43787,1.25727,80.9,NA,60002,4562491,"124.456,1","64,7",128582,521696,113444,8,NA
2004,"ITH3","Veneto",NA,NA,NA,NA,NA,395.9,1328.28799393703,0.108858290078396,312.493764698696,4.67201817550385,69.9146079561283,0,1.91222182168689,10.8952785989767,41757,1.36491,81.5,NA,52441,4622493,"130.872,79","64,4",131684,532421,116888,10.6,"54.559.238"
2005,"ITH3","Veneto",NA,NA,NA,NA,NA,378.3,1174.71702073962,2.83796239376567,261.626007899111,7.03280636606156,84.1640248020088,0.217802964350521,1.85754208793799,10.4577521919067,42931,1.35949,81.6,NA,34834,4674934,"134.642,46","64,6",133059,540958,118604,11.8,"56.725.302"
2006,"ITH3","Veneto",NA,NA,NA,NA,NA,388.6,960.712100498073,3.31442572445526,167.618734350846,6.03938409453923,69.4658703769117,3.53430458679995,1.79420953131952,11.3330219444522,42118,1.40338,82.1,NA,29599,4709768,"139.534,19","65,3",134258,552566,117203,11.1,"59.359.084"
2007,"ITH3","Veneto",970.1,210.3,736.7,30.7,9.1,402.6,1102.50157899161,1.65738315208132,240.31005501184,3.10484970156453,52.6444987226695,3.70867983556615,1.84948206395562,11.8486120438296,43501,1.43942,82.2,NA,56695,4739367,"145.539,19","65,7",134974,572268,118756,10.1,"61.529.573"
2008,"ITH3","Veneto",964.36,208.54,NA,31.09,9.55,NA,1527.9660228363,0.44030871077717,334.117809517395,3.99725794009181,58.1433954224322,0,1.87655250250761,11.56482335696,44778,1.48596,82.3,NA,48277,4796062,"145.759,59","66,4",136145,580780,116162,10.7,"60.607.073"
2009,"ITH3","Veneto",929.84,213.84,728.49,29.83,9.56,NA,1336.70192391838,0.183809940272055,361.75695804464,7.23906308455776,62.9382093441375,0.201983896055507,1.92281176173494,11.6972436602205,44382,1.48384,82.7,NA,19033,4844339,"140.459,48","64,6",136801,586877,112945,12.4,"60.444.395"
2010,"ITH3","Veneto",859.92,192.16,740.68,30.52,9.79,349.32,1715.13712455401,0,472.326252035918,6.65947266199806,69.7586255319353,1.35586090235411,1.91504439971287,10.7841945100858,44944,1.48704,82.9,NA,16234,4863372,"143.256,79","64,4",138947,591436,108907,15.2,"60.820.311"
2011,"ITH3","Veneto",869.85,195.77,742.71,30.34,9.56,348.28,1089.33727404492,0.891848672087155,310.269156579049,5.08138665609845,61.2391371497159,5.31348111205196,1.78990868388479,11.990576387863,45228,1.47136,83.1,NA,7722,4879606,"148.113,33","64,9",139379,596417,115703,15.2,"63.401.304"
2012,"ITH3","Veneto",864.11,229.71,664.45,39.76,7.13,373.82,1273.20804364278,3.3355959324712,313.084451711696,6.50570781700067,75.2764599488406,4.71248867368423,1.94110221386616,11.6435269538545,47040,1.47789,83,3.4,14087,4887328,"145.472,24","64,9",140191,601836,114616,16.4,"62.352.831"
2013,"ITH3","Veneto",835.79,206.79,596.21,47.76,15.79,NA,1541.0138706711,0.288030101677186,353.883352619773,3.91585257130586,56.7452278216284,3.70533105928304,1.8899996533509,11.4453337537295,46337,1.42871,83.4,1.8,4297,4901415,"145.522,41","63,1",139187,604888,109175,18.2,"61.536.258"
2014,"ITH3","Veneto",832.7,185.2,718.04,46.12,13.7,336.04,1804.85605790793,0.250620286008604,473.959195599933,7.86535202728802,38.2679896817255,0.251113430377774,1.78265848612788,12.3925650255676,45955,1.42068,83.8,1.2,778,4905712,"147.834,5","63,7",NA,606886,112845,16.8,"61.863.257"
2015,"ITH3","Veneto",831.3,184.51,716.58,51.16,17.9,296.93,1028.91383077408,0.474061198116424,178.888893739018,9.0017933848102,51.7768036659291,9.01668652212755,1.87036323969959,12.2179034918331,49561,1.39438,83.3,-0.4,-12473,4902694,"150.835,81","63,6",NA,609086,110078,17,"63.257.174"
2016,"ITH3","Veneto",852.03,182.98,719.52,52.4,21.09,308.84,1364.16059507332,0.488794768862032,263.994468307193,5.5537401083808,57.4114777832968,0.0540220295616066,1.88558844068901,11.7817804524314,47856,1.38764,83.9,0.5,-7594,4890648,"155.761,76","64,7",131257,603911,115955,15.6,"65.392.359"
2017,"ITH3","Veneto",836.85,163.44,709.81,48.14,19.94,277.7,1249.71537843817,0.937836919043402,343.091908707598,5.16537838891723,65.3429362875468,4.02887573540573,1.88584848054181,11.7523555076921,49447,1.36698,83.9,2.1,-2492,4883373,"159.951,7","66,0",126586,612071,115256,15.2,"69.184.094"
2018,"ITH3","Veneto",834.61,153.52,715.52,49.26,18.36,273.2,1308.81362012884,0.0179250947980673,230.708574649596,5.58281611424319,55.5156679599918,3.41730099199818,1.8574279416072,12.3212758883506,49136,1.34451,84,3,817,4880936,"163.005,64","66,6",122693,610957,116439,14.8,"69.229.094"
2019,"ITH3","Veneto",826.5,146.22,717.56,52.28,23.95,292.54,1583.55405278485,0.786284337857205,493.653738706018,8.01837748049591,55.1105092114091,2.64348608479433,1.91603099499083,12.2148082807822,48900,1.29,84.3,2,-5457,4884590,"166.071,92","67,5",117782,608594,118831,12.4,"71.236.630"
2020,"ITH3","Veneto",825.21,145.14,722.13,54.74,24.22,280.7,1403.50311147989,0.899502825741497,475.331773627379,6.92135930154547,56.367014438708,0.542910776165193,1.85267099775549,12.0047615695668,57337,1.27686,83.1,3.2,-9303,4879133,"152.345,49","65,9",114713,602395,121845,14.5,"32.491.951"
2021,"ITH3","Veneto",802.79,140,704.16,59.18,26.4,285.49,1211.75682084092,0.310904264887422,266.992507663231,5.97865675069121,66.243102220819,0.329495379195705,1.89527313146849,11.2717734011649,53515,1.2976,83.6,-0.3,-22085,4869830,"170.043,36","65,7",107442,593842,125943,13.9,"50.637.854"
2022,"ITH3","Veneto",777.49,164.34,733.16,70.09,27.98,289.77,1004.15379077631,5.14096979287359,176.795675405854,9.68511626371796,57.538606464594,4.30707836177151,1.82543060752189,12.5229307464203,55472,1.26558,83.5,5.3,1808,4847745,"184.072,38","67,8",106291,588393,130946,13.1,"65.920.522"
2023,"ITH3","Veneto",765.24,148.35,808.95,68.93,26.62,296.94,1284.28438228727,0,279.778744740437,7.07236635147029,50.8614931851261,6.71895006819445,1.85850851640449,12.5170773825029,NA,1.21411,NA,NA,NA,4849553,"197.137,46","70,4",NA,NA,NA,10.5,"71.896.863"
